,,,,,,,,,,,,,,,比例名簿順,把握
ながせ ゆきこ,1398,,北陸信越,11,長瀬,由希子,ながせ,ゆきこ,49,日本共産党,,新,0,,3,把握漏れ
さかもと ひろし,1399,,北陸信越,11,坂本,洋史,さかもと,ひろし,47,日本共産党,,新,0,富山3区,4,
いとう まこと,1400,,北陸信越,11,伊藤,誠,いとう,まこと,43,日本共産党,,新,0,,5,把握漏れ
にしむら ちなみ,1401,,北陸信越,11,西村,智奈美,にしむら,ちなみ,50,立憲民主党,共産 / 社民,前,4,新潟1区,1,
まつだいら こういち,1402,,北陸信越,11,松平,浩一,まつだいら,こういち,43,立憲民主党,,新,0,,2,把握漏れ
やまもと わかこ,1403,,北陸信越,11,山本,和嘉子,やまもと,わかこ,49,立憲民主党,,新,0,,3,把握漏れ
あおやま まさゆき,1404,,東海,21,青山,雅幸,あおやま,まさゆき,55,立憲民主党,社民,新,0,静岡1区,1,
ひよし ゆうた,1405,,東海,21,日吉,雄太,ひよし,ゆうた,49,立憲民主党,,新,0,静岡7区,1,
よしだ つねひこ,1406,,東海,21,吉田,統彦,よしだ,つねひこ,42,立憲民主党,,元,1,愛知1区,1,
こんどう しょういち,1407,,東海,21,近藤,昭一,こんどう,しょういち,59,立憲民主党,,前,7,愛知3区,1,
あかまつ ひろたか,1408,,東海,21,赤松,広隆,あかまつ,ひろたか,69,立憲民主党,,前,9,愛知5区,1,
まつだ いさお,1409,,東海,21,松田,功,まつだ,いさお,49,立憲民主党,,新,0,,6,把握漏れ
もとむら のぶこ,1410,,東海,21,本村,伸子,もとむら,のぶこ,45,日本共産党,,前,1,,1,把握漏れ
しまづ ゆきひろ,1411,,東海,21,島津,幸広,しまづ,ゆきひろ,61,日本共産党,,前,1,,2,把握漏れ
なかの たけし,1412,,東海,21,中野,武史,なかの,たけし,43,日本共産党,,新,0,,3,把握漏れ
おおの ひろみつ,1413,,東海,21,大野,宙光,おおの,ひろみつ,54,日本共産党,,新,0,,4,把握漏れ
やまこし とおる,1414,,東海,21,山越,徹,やまこし,とおる,47,日本共産党,,新,0,,5,把握漏れ
もりくに ひでかず,1415,,東海,21,森国,英和,もりくに,ひでかず,27,幸福実現党,,新,0,,1,把握漏れ
なかね ひろみ,1416,,東海,21,中根,裕美,なかね,ひろみ,43,幸福実現党,,新,0,,2,把握漏れ
かのう ゆきひこ,1417,,東海,21,加納,有輝彦,かのう,ゆきひこ,57,幸福実現党,,新,0,,3,把握漏れ
えがしら としみつ,1418,,東海,21,江頭,俊満,えがしら,としみつ,54,幸福実現党,,新,0,,4,把握漏れ
かとう たつよし,1419,,東海,21,加藤,龍義,かとう,たつよし,65,幸福実現党,,新,0,,5,把握漏れ
さかぐち なおと,1420,,東海,21,阪口,直人,さかぐち,なおと,54,希望の党,,元,2,岐阜3区,1,
いまい まさと,1421,,東海,21,今井,雅人,いまい,まさと,55,希望の党,,前,3,岐阜4区,1,
あちは よしのぶ,1422,,東海,21,阿知波,吉信,あちは,よしのぶ,54,希望の党,,元,1,岐阜5区,1,
こいけ まさなり,1423,,東海,21,小池,政就,こいけ,まさなり,43,希望の党,,元,1,静岡1区,1,
まつお つとむ,1424,,東海,21,松尾,勉,まつお,つとむ,33,希望の党,,新,0,静岡2区,1,
すずき のぞむ,1425,,東海,21,鈴木,望,すずき,のぞむ,68,希望の党,,元,1,静岡3区,1,
たなか けん,1426,,東海,21,田中,健,たなか,けん,40,希望の党,,新,0,静岡4区,1,
わたなべ しゅう,1427,,東海,21,渡辺,周,わたなべ,しゅう,55,希望の党,,前,7,静岡6区,1,
ふくむら たかし,1428,,東海,21,福村,隆,ふくむら,たかし,54,希望の党,,新,0,静岡7区,1,
げんま けんたろう,1429,,東海,21,源馬,謙太郎,げんま,けんたろう,44,希望の党,,新,0,静岡8区,1,
さとう ゆうこ,1430,,東海,21,佐藤,夕子,さとう,ゆうこ,54,希望の党,,元,1,愛知1区,1,
ふるかわ もとひさ,1431,,東海,21,古川,元久,ふるかわ,もとひさ,51,希望の党,,前,7,愛知2区,1,
よご さやか,1432,,東海,21,余語,冴耶香,よご,さやか,39,希望の党,,新,0,愛知3区,1,
まき よしお,1433,,東海,21,牧,義夫,まき,よしお,59,希望の党,,前,5,愛知4区,1,
ののべ なおあき,1434,,東海,21,野々部,尚昭,ののべ,なおあき,47,希望の党,,新,0,愛知5区,1,
もりもと かずよし,1435,,東海,21,森本,和義,もりもと,かずよし,51,希望の党,,元,1,愛知6区,1,
おかもと みつのり,1436,,東海,21,岡本,充功,おかもと,みつのり,46,希望の党,,前,4,愛知9区,1,
やすい みさこ,1437,,東海,21,安井,美沙子,やすい,みさこ,52,希望の党,,新,0,愛知10区,1,
ふるもと しんいちろう,1438,,東海,21,古本,伸一郎,ふるもと,しんいちろう,52,希望の党,,前,5,愛知11区,1,
おおにし けんすけ,1439,,東海,21,大西,健介,おおにし,けんすけ,46,希望の党,,前,3,愛知13区,1,
たなか かつのり,1440,,東海,21,田中,克典,たなか,かつのり,43,希望の党,,新,0,愛知14区,1,
せき けんいちろう,1441,,東海,21,関,健一郎,せき,けんいちろう,39,希望の党,,新,0,愛知15区,1,
ふじた だいすけ,1442,,東海,21,藤田,大助,ふじた,だいすけ,41,希望の党,,元,1,三重4区,1,
なかね やすひろ,1443,,東海,21,中根,康浩,なかね,やすひろ,55,希望の党,,前,4,,24,把握漏れ
なかせ ひろゆき,1444,,東海,21,中瀬,博之,なかせ,ひろゆき,52,希望の党,,新,0,,25,把握漏れ
ひらやま りょうへい,1445,,東海,21,平山,良平,ひらやま,りょうへい,69,社会民主党,,新,0,愛知6区,1,
のだ せいこ,1446,,東海,21,野田,聖子,のだ,せいこ,57,自由民主党,公明,前,8,岐阜1区,1,
たなはし やすふみ,1447,,東海,21,棚橋,泰文,たなはし,やすふみ,54,自由民主党,公明,前,7,岐阜2区,1,
むとう ようじ,1448,,東海,21,武藤,容治,むとう,ようじ,62,自由民主党,公明,前,3,岐阜3区,1,
かねこ しゅんぺい,1449,,東海,21,金子,俊平,かねこ,しゅんぺい,39,自由民主党,公明,新,0,岐阜4区,1,
ふるや けいじ,1450,,東海,21,古屋,圭司,ふるや,けいじ,64,自由民主党,公明,前,9,岐阜5区,1,
かみかわ ようこ,1451,,東海,21,上川,陽子,かみかわ,ようこ,64,自由民主党,公明,前,5,静岡1区,1,
いばやし たつのり,1452,,東海,21,井林,辰憲,いばやし,たつのり,41,自由民主党,公明,前,2,静岡2区,1,
みやざわ ひろゆき,1453,,東海,21,宮沢,博行,みやざわ,ひろゆき,42,自由民主党,公明,前,2,静岡3区,1,
もちづき よしお,1454,,東海,21,望月,義夫,もちづき,よしお,70,自由民主党,公明,前,7,静岡4区,1,
よしかわ たける,1455,,東海,21,吉川,赳,よしかわ,たける,35,自由民主党,公明,元,1,静岡5区,1,
かつまた たかあき,1456,,東海,21,勝俣,孝明,かつまた,たかあき,41,自由民主党,公明,前,2,静岡6区,1,
きうち みのる,1457,,東海,21,城内,実,きうち,みのる,52,自由民主党,公明,前,4,静岡7区,1,
しおのや りゅう,1458,,東海,21,塩谷,立,しおのや,りゅう,67,自由民主党,公明,前,8,静岡8区,1,
くまだ ひろみち,1459,,東海,21,熊田,裕通,くまだ,ひろみち,53,自由民主党,公明,前,2,愛知1区,1,
たばた つよし,1460,,東海,21,田畑,毅,たばた,つよし,45,自由民主党,公明,前,2,愛知2区,1,
いけだ よしたか,1461,,東海,21,池田,佳隆,いけだ,よしたか,51,自由民主党,公明,前,2,愛知3区,1,
くどう しょうぞう,1462,,東海,21,工藤,彰三,くどう,しょうぞう,52,自由民主党,公明,前,2,愛知4区,1,
かんだ けんじ,1463,,東海,21,神田,憲次,かんだ,けんじ,54,自由民主党,,前,2,愛知5区,1,
にわ ひでき,1464,,東海,21,丹羽,秀樹,にわ,ひでき,44,自由民主党,公明,前,4,愛知6区,1,
すずき じゅんじ,1465,,東海,21,鈴木,淳司,すずき,じゅんじ,59,自由民主党,公明,前,4,愛知7区,1,
いとう ただひこ,1466,,東海,21,伊藤,忠彦,いとう,ただひこ,53,自由民主党,公明,前,3,愛知8区,1,
ながさか やすまさ,1467,,東海,21,長坂,康正,ながさか,やすまさ,60,自由民主党,公明,前,2,愛知9区,1,
やぎ てつや,1468,,東海,21,八木,哲也,やぎ,てつや,70,自由民主党,公明,前,2,愛知11区,1,
あおやま しゅうへい,1469,,東海,21,青山,周平,あおやま,しゅうへい,40,自由民主党,公明,前,2,愛知12区,1,
おおみ せい,1470,,東海,21,大見,正,おおみ,せい,59,自由民主党,,前,2,愛知13区,1,
いまえだ そういちろう,1471,,東海,21,今枝,宗一郎,いまえだ,そういちろう,33,自由民主党,公明,前,2,愛知14区,1,
ねもと ゆきのり,1472,,東海,21,根本,幸典,ねもと,ゆきのり,52,自由民主党,公明,前,2,愛知15区,1,
たむら のりひさ,1473,,東海,21,田村,憲久,たむら,のりひさ,52,自由民主党,公明,前,7,三重1区,1,
かわさき じろう,1474,,東海,21,川崎,二郎,かわさき,じろう,69,自由民主党,公明,前,11,三重2区,1,
しまだ よしかず,1475,,東海,21,島田,佳和,しまだ,よしかず,47,自由民主党,公明,前,2,三重3区,1,
しまだ こうじ,1476,,東海,21,嶋田,幸司,しまだ,こうじ,43,自由民主党,,新,0,,31,把握漏れ
いまむら ひろふみ,1477,,東海,21,今村,洋史,いまむら,ひろふみ,55,自由民主党,,元,1,,32,把握漏れ
ふじい たかお,1478,,東海,21,藤井,孝男,ふじい,たかお,74,自由民主党,,元,5,,33,把握漏れ
かわた たかし,1479,,東海,21,川田,隆,かわた,たかし,60,自由民主党,,元,1,,34,把握漏れ
にしだ かずのぶ,1480,,東海,21,西田,和伸,にしだ,かずのぶ,43,自由民主党,,新,0,,35,把握漏れ
おおぐち よしのり,1481,,東海,21,大口,善徳,おおぐち,よしのり,62,公明党,,前,7,,1,把握漏れ
いとう わたる,1482,,東海,21,伊藤,渉,いとう,わたる,47,公明党,,前,3,,2,把握漏れ
なかがわ やすひろ,1483,,東海,21,中川,康洋,なかがわ,やすひろ,49,公明党,,前,1,,3,把握漏れ
いづつ のぶゆき,1484,,東海,21,井筒,伸幸,いづつ,のぶゆき,40,公明党,,新,0,,4,把握漏れ
こしの ゆういち,1485,,東海,21,越野,優一,こしの,ゆういち,38,公明党,,新,0,,5,把握漏れ
すぎもと かずみ,1486,,東海,21,杉本,和巳,すぎもと,かずみ,57,日本維新の会,,元,2,愛知10区,1,
きた よしのり,1487,,東海,21,喜多,義典,きた,よしのり,50,日本維新の会,,新,0,,2,把握漏れ
たけうち ゆずる,1488,,近畿,28,竹内,譲,たけうち,ゆずる,59,公明党,,前,4,,1,把握漏れ
うきしま ともこ,1489,,近畿,28,浮島,智子,うきしま,ともこ,54,公明党,,前,2,,2,把握漏れ
はまむら すすむ,1490,,近畿,28,浜村,進,はまむら,すすむ,42,公明党,,前,2,,3,把握漏れ
わにぶち ようこ,1491,,近畿,28,鰐淵,洋子,わにぶち,ようこ,45,公明党,,新,0,,4,把握漏れ
たまる よしたか,1492,,近畿,28,田丸,義高,たまる,よしたか,58,公明党,,新,0,,5,把握漏れ
わしおか ひであき,1493,,近畿,28,鷲岡,秀明,わしおか,ひであき,52,公明党,,新,0,,6,把握漏れ
たかはし まさや,1494,,近畿,28,高橋,雅也,たかはし,まさや,60,公明党,,新,0,,7,把握漏れ
たなか ひろゆき,1495,,近畿,28,田中,博之,たなか,ひろゆき,59,公明党,,新,0,,8,把握漏れ
はっとり りょういち,1496,,近畿,28,服部,良一,はっとり,りょういち,67,社会民主党,立憲,元,1,大阪9区,1,
こさか よしこ,1497,,近畿,28,小坂,淑子,こさか,よしこ,77,社会民主党,,新,0,滋賀1区,1,
おくの しんすけ,1498,,近畿,28,奥野,信亮,おくの,しんすけ,73,自由民主党,,前,4,,1,把握漏れ
おおおか としたか,1499,,近畿,28,大岡,敏孝,おおおか,としたか,45,自由民主党,公明,前,2,滋賀1区,2,
うえの けんいちろう,1500,,近畿,28,上野,賢一郎,うえの,けんいちろう,52,自由民主党,公明,前,3,滋賀2区,2,
たけむら のぶひで,1501,,近畿,28,武村,展英,たけむら,のぶひで,45,自由民主党,公明,前,2,滋賀3区,2,
こてら ひろお,1502,,近畿,28,小寺,裕雄,こてら,ひろお,57,自由民主党,公明,新,0,滋賀4区,2,
しげもと まもる,1503,,近畿,28,繁本,護,しげもと,まもる,44,自由民主党,公明,新,0,京都2区,2,
きむら やよい,1504,,近畿,28,木村,弥生,きむら,やよい,52,自由民主党,公明,前,1,京都3区,2,
たなか ひでゆき,1505,,近畿,28,田中,英之,たなか,ひでゆき,47,自由民主党,公明,前,2,京都4区,2,
ほんだ たろう,1506,,近畿,28,本田,太郎,ほんだ,たろう,43,自由民主党,公明,新,0,京都5区,2,
あんどう ひろし,1507,,近畿,28,安藤,裕,あんどう,ひろし,52,自由民主党,公明,前,2,京都6区,2,
おおにし ひろゆき,1508,,近畿,28,大西,宏幸,おおにし,ひろゆき,50,自由民主党,公明,前,1,大阪1区,2,
さとう あきら,1509,,近畿,28,左藤,章,さとう,あきら,66,自由民主党,公明,前,4,大阪2区,2,
なかやま やすひで,1510,,近畿,28,中山,泰秀,なかやま,やすひで,47,自由民主党,公明,前,4,大阪4区,2,
とかしき なおみ,1511,,近畿,28,渡嘉敷,奈緒美,とかしき,なおみ,55,自由民主党,公明,前,3,大阪7区,2,
おおつか たかし,1512,,近畿,28,大塚,高司,おおつか,たかし,53,自由民主党,公明,前,3,大阪8区,2,
はらだ けんじ,1513,,近畿,28,原田,憲治,はらだ,けんじ,69,自由民主党,公明,前,3,大阪9区,2,
おおくま かずひで,1514,,近畿,28,大隈,和英,おおくま,かずひで,48,自由民主党,公明,前,1,大阪10区,2,
さとう ゆかり,1515,,近畿,28,佐藤,ゆかり,さとう,ゆかり,56,自由民主党,公明,前,2,大阪11区,2,
きたがわ ともかつ,1516,,近畿,28,北川,知克,きたがわ,ともかつ,65,自由民主党,,前,5,大阪12区,2,
むねきよ こういち,1517,,近畿,28,宗清,皇一,むねきよ,こういち,47,自由民主党,公明,前,1,大阪13区,2,
ながお たかし,1518,,近畿,28,長尾,敬,ながお,たかし,54,自由民主党,,前,2,大阪14区,2,
おかした しょうへい,1519,,近畿,28,岡下,昌平,おかした,しょうへい,42,自由民主党,公明,前,1,大阪17区,2,
かみたに のぼる,1520,,近畿,28,神谷,昇,かみたに,のぼる,68,自由民主党,公明,前,1,大阪18区,2,
たにがわ とむ,1521,,近畿,28,谷川,とむ,たにがわ,とむ,41,自由民主党,公明,前,1,大阪19区,2,
もりやま まさひと,1522,,近畿,28,盛山,正仁,もりやま,まさひと,63,自由民主党,公明,前,3,兵庫1区,2,
せき よしひろ,1523,,近畿,28,関,芳弘,せき,よしひろ,52,自由民主党,公明,前,3,兵庫3区,2,
ふじい ひさゆき,1524,,近畿,28,藤井,比早之,ふじい,ひさゆき,46,自由民主党,公明,前,2,兵庫4区,2,
たに こういち,1525,,近畿,28,谷,公一,たに,こういち,65,自由民主党,公明,前,5,兵庫5区,2,
おおぐし まさき,1526,,近畿,28,大串,正樹,おおぐし,まさき,51,自由民主党,公明,前,2,兵庫6区,2,
やまだ けんじ,1527,,近畿,28,山田,賢司,やまだ,けんじ,51,自由民主党,公明,前,2,兵庫7区,2,
にしむら やすとし,1528,,近畿,28,西村,康稔,にしむら,やすとし,55,自由民主党,公明,前,5,兵庫9区,2,
とかい きさぶろう,1529,,近畿,28,渡海,紀三朗,とかい,きさぶろう,69,自由民主党,公明,前,8,兵庫10区,2,
まつもと たけあき,1530,,近畿,28,松本,剛明,まつもと,たけあき,58,自由民主党,公明,前,6,兵庫11区,2,
やまぐち つよし,1531,,近畿,28,山口,壮,やまぐち,つよし,63,自由民主党,公明,前,5,兵庫12区,2,
こばやし しげき,1532,,近畿,28,小林,茂樹,こばやし,しげき,53,自由民主党,,元,1,奈良1区,2,
たかいち さなえ,1533,,近畿,28,高市,早苗,たかいち,さなえ,56,自由民主党,公明,前,7,奈良2区,2,
たのせ たいどう,1534,,近畿,28,田野瀬,太道,たのせ,たいどう,43,自由民主党,公明,前,2,奈良3区,2,
かど ひろふみ,1535,,近畿,28,門,博文,かど,ひろふみ,52,自由民主党,公明,前,2,和歌山1区,2,
いしだ まさとし,1536,,近畿,28,石田,真敏,いしだ,まさとし,65,自由民主党,公明,前,6,和歌山2区,2,
ゆみね ただゆき,1537,,近畿,28,湯峯,理之,ゆみね,ただゆき,57,自由民主党,,新,0,,40,把握漏れ
もり なつえ,1538,,近畿,28,森,夏枝,もり,なつえ,36,日本維新の会,,新,0,京都3区,1,
いのうえ ひでたか,1539,,近畿,28,井上,英孝,いのうえ,ひでたか,45,日本維新の会,,前,2,大阪1区,2,
しいき たもつ,1540,,近畿,28,椎木,保,しいき,たもつ,51,日本維新の会,,前,2,大阪2区,2,
みのべ てるお,1541,,近畿,28,美延,映夫,みのべ,てるお,56,日本維新の会,,新,0,大阪4区,2,
おくした たけみつ,1542,,近畿,28,奥下,剛光,おくした,たけみつ,42,日本維新の会,,新,0,大阪7区,2,
きのした ともひこ,1543,,近畿,28,木下,智彦,きのした,ともひこ,48,日本維新の会,,前,2,大阪8区,2,
あだち やすし,1544,,近畿,28,足立,康史,あだち,やすし,52,日本維新の会,,前,2,大阪9区,2,
まつなみ けんた,1545,,近畿,28,松浪,健太,まつなみ,けんた,46,日本維新の会,,前,5,大阪10区,2,
いとう のぶひさ,1546,,近畿,28,伊東,信久,いとう,のぶひさ,53,日本維新の会,,前,2,大阪11区,2,
ふじた ふみたけ,1547,,近畿,28,藤田,文武,ふじた,ふみたけ,36,日本維新の会,,新,0,大阪12区,2,
あおの よしあき,1548,,近畿,28,青野,剛暁,あおの,よしあき,43,日本維新の会,,新,0,大阪13区,2,
たにはた たかし,1549,,近畿,28,谷畑,孝,たにはた,たかし,70,日本維新の会,,前,7,大阪14区,2,
うらの やすと,1550,,近畿,28,浦野,靖人,うらの,やすと,44,日本維新の会,,前,2,大阪15区,2,
ばば のぶゆき,1551,,近畿,28,馬場,伸幸,ばば,のぶゆき,52,日本維新の会,,前,2,大阪17区,2,
えんどう たかし,1552,,近畿,28,遠藤,敬,えんどう,たかし,49,日本維新の会,,前,2,大阪18区,2,
まるやま ほだか,1553,,近畿,28,丸山,穂高,まるやま,ほだか,33,日本維新の会,,前,2,大阪19区,2,
うめむら さとし,1554,,近畿,28,梅村,聡,うめむら,さとし,42,日本維新の会,,新,0,兵庫1区,2,
まつき しゅういちろう,1555,,近畿,28,松木,秀一郎,まつき,しゅういちろう,33,日本維新の会,,新,0,兵庫3区,2,
いちむら こういちろう,1556,,近畿,28,市村,浩一郎,いちむら,こういちろう,53,日本維新の会,,元,3,兵庫6区,2,
みき けえ,1557,,近畿,28,三木,圭恵,みき,けえ,51,日本維新の会,,元,1,兵庫7区,2,
よしの ただお,1558,,近畿,28,吉野,忠男,よしの,ただお,58,日本維新の会,,新,0,奈良1区,2,
さかえ たかのり,1559,,近畿,28,栄,隆則,さかえ,たかのり,53,日本維新の会,,新,0,和歌山2区,2,
たるとこ しんじ,1560,,近畿,28,樽床,伸二,たるとこ,しんじ,58,希望の党,,元,5,,1,把握漏れ
いのうえ かずのり,1561,,近畿,28,井上,一徳,いのうえ,かずのり,55,希望の党,,新,0,京都5区,2,
たじま いっせい,1562,,近畿,28,田島,一成,たじま,いっせい,55,希望の党,,前,4,滋賀2区,3,
おがわ やすえ,1563,,近畿,28,小川,泰江,おがわ,やすえ,54,希望の党,,新,0,滋賀3区,3,
とくなが ひさし,1564,,近畿,28,徳永,久志,とくなが,ひさし,54,希望の党,,新,0,滋賀4区,3,
しまむら せいこ,1565,,近畿,28,嶋村,聖子,しまむら,せいこ,40,希望の党,,新,0,京都1区,3,
いずみ けんた,1566,,近畿,28,泉,健太,いずみ,けんた,43,希望の党,,前,6,京都3区,3,
きたがみ けいろう,1567,,近畿,28,北神,圭朗,きたがみ,けいろう,50,希望の党,,前,3,京都4区,3,
やまのい かずのり,1568,,近畿,28,山井,和則,やまのい,かずのり,55,希望の党,,前,6,京都6区,3,
いさか のぶひこ,1569,,近畿,28,井坂,信彦,いさか,のぶひこ,43,希望の党,,前,2,兵庫1区,3,
よこはた かずゆき,1570,,近畿,28,横畑,和幸,よこはた,かずゆき,45,希望の党,,新,0,兵庫3区,3,
のぐち たけみつ,1571,,近畿,28,野口,威光,のぐち,たけみつ,43,希望の党,,新,0,兵庫4区,3,
かじわら やすひろ,1572,,近畿,28,梶原,康弘,かじわら,やすひろ,61,希望の党,,元,2,兵庫5区,3,
いくむら なおこ,1573,,近畿,28,幾村,奈応子,いくむら,なおこ,37,希望の党,,新,0,兵庫6区,3,
はたなか みつなり,1574,,近畿,28,畠中,光成,はたなか,みつなり,45,希望の党,,元,1,兵庫7区,3,
かわと やすし,1575,,近畿,28,川戸,康嗣,かわと,やすし,42,希望の党,,新,0,兵庫9区,3,
つげ あつひと,1576,,近畿,28,柘植,厚人,つげ,あつひと,45,希望の党,,新,0,兵庫10区,3,
ながやす たかし,1577,,近畿,28,長安,豊,ながやす,たかし,49,希望の党,,元,3,兵庫11区,3,
いけはた こうたろう,1578,,近畿,28,池畑,浩太朗,いけはた,こうたろう,43,希望の党,,新,0,兵庫12区,3,
まぶち すみお,1579,,近畿,28,馬淵,澄夫,まぶち,すみお,57,希望の党,,前,5,奈良1区,3,
まつもと まさゆき,1580,,近畿,28,松本,昌之,まつもと,まさゆき,34,希望の党,,新,0,奈良2区,3,
まえかわ きよしげ,1581,,近畿,28,前川,清成,まえかわ,きよしげ,54,希望の党,,新,0,奈良3区,3,
きしもと しゅうへい,1582,,近畿,28,岸本,周平,きしもと,しゅうへい,61,希望の党,,前,3,和歌山1区,3,
さかた たかのり,1583,,近畿,28,坂田,隆徳,さかた,たかのり,38,希望の党,,新,0,和歌山2区,3,
おおさわ ちえこ,1584,,近畿,28,大沢,千恵子,おおさわ,ちえこ,49,希望の党,,新,0,,25,把握漏れ
のなか こういち,1585,,近畿,28,野中,幸市,のなか,こういち,54,希望の党,,新,0,,26,把握漏れ
しらいし じゅんこ,1586,,近畿,28,白石,純子,しらいし,じゅんこ,55,希望の党,,新,0,,27,把握漏れ
うけた しゅういち,1587,,近畿,28,請田,修一,うけた,しゅういち,63,希望の党,,新,0,,28,把握漏れ
まつしま ひろのり,1588,,近畿,28,松島,弘典,まつしま,ひろのり,60,幸福実現党,,新,0,,1,把握漏れ
みなと ゆうこ,1589,,近畿,28,湊,侑子,みなと,ゆうこ,34,幸福実現党,,新,0,,2,把握漏れ
にしもと あつし,1590,,近畿,28,西本,篤,にしもと,あつし,47,幸福実現党,,新,0,,3,把握漏れ
たなか たかこ,1591,,近畿,28,田中,孝子,たなか,たかこ,62,幸福実現党,,新,0,,4,把握漏れ
いずみ しょうこ,1592,,近畿,28,泉,章子,いずみ,しょうこ,58,幸福実現党,,新,0,,5,把握漏れ
ゆあさ ようこ,1593,,近畿,28,油浅,頌子,ゆあさ,ようこ,30,幸福実現党,,新,0,,6,把握漏れ
むらかみ のりあつ,1594,,近畿,28,村上,賀厚,むらかみ,のりあつ,58,立憲民主党,,新,0,大阪1区,1,
おつじ かなこ,1595,,近畿,28,尾辻,かな子,おつじ,かなこ,42,立憲民主党,,新,0,大阪2区,1,
ながお ひでき,1596,,近畿,28,長尾,秀樹,ながお,ひでき,65,立憲民主党,,新,0,大阪5区,1,
むらかみ ふみよし,1597,,近畿,28,村上,史好,むらかみ,ふみよし,65,立憲民主党,,元,2,大阪6区,1,
まつい ひろふみ,1598,,近畿,28,松井,博史,まつい,ひろふみ,49,立憲民主党,,新,0,大阪8区,1,
つじもと きよみ,1599,,近畿,28,辻元,清美,つじもと,きよみ,57,立憲民主党,,前,6,大阪10区,1,
かん ひでき,1600,,近畿,28,姜,英紀,かん,ひでき,45,立憲民主党,,新,0,大阪13区,1,
もりやま ひろゆき,1601,,近畿,28,森山,浩行,もりやま,ひろゆき,46,立憲民主党,,元,1,大阪16区,1,
さくらい しゅう,1602,,近畿,28,桜井,周,さくらい,しゅう,47,立憲民主党,,新,0,兵庫6区,1,
しおみ しゅんじ,1603,,近畿,28,塩見,俊次,しおみ,しゅんじ,68,立憲民主党,,新,0,,10,把握漏れ
こくた けいじ,1604,,近畿,28,穀田,恵二,こくた,けいじ,70,日本共産党,,前,8,京都1区,1,
みやもと たけし,1605,,近畿,28,宮本,岳志,みやもと,たけし,57,日本共産党,,前,3,,2,把握漏れ
しみず ただし,1606,,近畿,28,清水,忠史,しみず,ただし,49,日本共産党,,前,1,大阪4区,3,
ほりうち てるふみ,1607,,近畿,28,堀内,照文,ほりうち,てるふみ,44,日本共産党,,前,1,兵庫8区,4,
わたなべ ゆい,1608,,近畿,28,渡部,結,わたなべ,ゆい,36,日本共産党,,新,0,大阪3区,5,
ひらまつ じゅんこ,1609,,近畿,28,平松,順子,ひらまつ,じゅんこ,68,日本共産党,,新,0,兵庫2区,6,
ちさか たくあき,1610,,近畿,28,地坂,拓晃,ちさか,たくあき,44,日本共産党,,新,0,京都2区,6,
いのうえ よしこ,1611,,近畿,28,井上,良子,いのうえ,よしこ,53,日本共産党,,新,0,奈良1区,6,
はら やすひさ,1612,,近畿,28,原,矢寸久,はら,やすひさ,66,日本共産党,,新,0,和歌山1区,6,
さいとう さちこ,1613,,近畿,28,斉藤,幸子,さいとう,さちこ,60,日本共産党,,新,0,,10,把握漏れ
みわ ともゆき,1614,,近畿,28,三和,智之,みわ,ともゆき,42,日本共産党,,新,0,,11,把握漏れ
さいとう てつお,1615,,中国,11,斉藤,鉄夫,さいとう,てつお,65,公明党,,前,8,,1,把握漏れ
ますや けいご,1616,,中国,11,桝屋,敬悟,ますや,けいご,66,公明党,,前,7,,2,把握漏れ
くさか まさき,1617,,中国,11,日下,正喜,くさか,まさき,51,公明党,,新,0,,3,把握漏れ
はいおか かな,1618,,中国,11,灰岡,香奈,はいおか,かな,34,日本維新の会,,新,0,広島2区,1,
いまえだ じん,1619,,中国,11,今枝,仁,いまえだ,じん,47,日本維新の会,,新,0,広島3区,2,
そらもと せいき,1620,,中国,11,空本,誠喜,そらもと,せいき,53,日本維新の会,,元,1,広島4区,2,
ゆはら しゅんじ,1621,,中国,11,湯原,俊二,ゆはら,しゅんじ,54,希望の党,,元,1,鳥取2区,1,
はちや ひろみ,1622,,中国,11,蜂谷,弘美,はちや,ひろみ,61,希望の党,,新,0,岡山1区,1,
つむら けいすけ,1623,,中国,11,津村,啓介,つむら,けいすけ,45,希望の党,,前,5,岡山2区,1,
うちやま あきら,1624,,中国,11,内山,晃,うちやま,あきら,63,希望の党,,元,3,岡山3区,1,
ゆのき みちよし,1625,,中国,11,柚木,道義,ゆのき,みちよし,45,希望の党,,前,4,岡山4区,1,
たるい よしかず,1626,,中国,11,樽井,良和,たるい,よしかず,50,希望の党,,元,1,岡山5区,1,
まつもと だいすけ,1627,,中国,11,松本,大輔,まつもと,だいすけ,46,希望の党,,元,3,広島2区,1,
うえの かんじ,1628,,中国,11,上野,寛治,うえの,かんじ,35,希望の党,,新,0,広島4区,1,
はしもと ことえ,1629,,中国,11,橋本,琴絵,はしもと,ことえ,28,希望の党,,新,0,広島5区,1,
さとう こうじ,1630,,中国,11,佐藤,公治,さとう,こうじ,58,希望の党,,元,2,広島6区,1,
さとう ひろのり,1631,,中国,11,佐藤,広典,さとう,ひろのり,41,希望の党,,新,0,広島7区,1,
おおうち かずや,1632,,中国,11,大内,一也,おおうち,かずや,44,希望の党,,新,0,山口1区,1,
ふじた ときお,1633,,中国,11,藤田,時雄,ふじた,ときお,63,希望の党,,新,0,山口4区,1,
やまぐち かつや,1634,,中国,11,山口,克也,やまぐち,かつや,53,希望の党,,新,0,,14,把握漏れ
